Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Total_Amount,Month,Age_Group,Customer_Segment
864,2025-08-02,CUST8117,Male,45,Clothing,5,50.0,250.0,250.0,8,36-50,0
865,2025-08-27,CUST3989,Female,23,Beauty,2,205.98,411.96,411.96,8,18-25,0
866,2025-02-25,CUST7228,Female,61,Electronics,4,300.04,1200.16,1200.16,2,50+,2
867,2025-12-16,CUST7471,Male,61,Electronics,4,242.82,971.28,971.28,12,50+,2
868,2025-04-17,CUST3863,Female,38,Electronics,5,317.22,1586.1,1586.1000000000001,4,36-50,1
869,2025-11-15,CUST2177,Female,45,Beauty,4,250.54,1002.16,1002.16,11,36-50,2
870,2025-02-17,CUST5760,Female,57,Clothing,5,337.62,1688.1,1688.1,2,50+,1
871,2025-03-02,CUST1011,Female,18,Home Decor,2,125.18,250.36,250.36,3,<18,0
872,2025-12-03,CUST6252,Male,53,Home Decor,5,74.16,370.8,370.79999999999995,12,50+,0
873,2025-01-26,CUST5399,Female,38,Electronics,4,306.29,1225.16,1225.16,1,36-50,2
874,2025-10-19,CUST9234,Female,60,Electronics,4,252.65,1010.6,1010.6,10,50+,2
875,2025-09-14,CUST6445,Male,52,Beauty,5,32.9,164.5,164.5,9,50+,0
876,2025-01-08,CUST7570,Male,30,Clothing,5,202.63,1013.15,1013.15,1,26-35,2
877,2025-04-23,CUST9212,Female,66,Home Decor,5,70.94,354.7,354.7,4,50+,0
878,2025-12-21,CUST1406,Female,27,Beauty,3,275.05,825.1500000000001,825.1500000000001,12,26-35,2
879,2025-09-10,CUST5431,Female,61,Home Decor,4,209.97,839.88,839.88,9,50+,2
880,2025-06-29,CUST6243,Female,64,Electronics,4,314.31,1257.24,1257.24,6,50+,2
881,2025-07-26,CUST7542,Male,27,Home Decor,3,406.69,1220.07,1220.07,7,26-35,2
882,2025-10-30,CUST7936,Male,63,Clothing,5,163.84,819.2,819.2,10,50+,2
883,2025-05-07,CUST9906,Male,30,Clothing,2,481.81,963.62,963.62,5,26-35,2
884,2025-02-25,CUST5146,Female,54,Electronics,5,277.1,1385.5,1385.5,2,50+,2
885,2025-08-02,CUST1140,Female,55,Clothing,5,316.78,1583.9,1583.8999999999999,8,50+,1
886,2025-01-14,CUST5882,Female,41,Clothing,3,346.72,1040.16,1040.16,1,36-50,2
887,2025-01-28,CUST7012,Female,19,Beauty,4,340.03,1360.12,1360.12,1,18-25,2
888,2025-03-19,CUST1963,Male,39,Home Decor,5,265.27,1326.35,1326.35,3,36-50,2
889,2025-08-04,CUST8151,Male,34,Electronics,4,225.81,903.24,903.24,8,26-35,2
890,2025-12-31,CUST9564,Female,53,Electronics,1,45.82,45.82,45.82,12,50+,0
891,2025-06-03,CUST4610,Male,31,Electronics,4,30.6,122.4,122.4,6,26-35,0
892,2025-01-14,CUST7894,Female,27,Electronics,2,191.82,383.64,383.64,1,26-35,0
893,2025-07-06,CUST8311,Female,52,Electronics,2,180.16,360.32,360.32,7,50+,0
894,2025-11-08,CUST1105,Male,42,Clothing,5,206.09,1030.45,1030.45,11,36-50,2
895,2025-01-07,CUST6539,Female,20,Beauty,4,86.42,345.68,345.68,1,18-25,0
896,2025-01-03,CUST7787,Female,64,Electronics,5,374.32,1871.6,1871.6,1,50+,1
897,2025-04-21,CUST3137,Male,55,Beauty,3,431.34,1294.02,1294.02,4,50+,2
898,2025-08-26,CUST5445,Female,34,Beauty,2,470.58,941.16,941.16,8,26-35,2
899,2025-12-29,CUST4530,Female,29,Clothing,5,256.33,1281.65,1281.6499999999999,12,26-35,2
900,2025-08-27,CUST2286,Male,69,Electronics,3,356.42,1069.26,1069.26,8,50+,2
901,2025-10-01,CUST8052,Female,41,Clothing,5,430.66,2153.3,2153.3,10,36-50,1
902,2025-10-21,CUST4654,Male,46,Electronics,4,220.78,883.12,883.12,10,36-50,2
903,2025-08-15,CUST8102,Female,60,Clothing,4,168.52,674.08,674.08,8,50+,2
904,2025-01-15,CUST3359,Male,42,Beauty,4,469.63,1878.52,1878.52,1,36-50,1
905,2025-07-11,CUST9105,Male,53,Electronics,4,267.52,1070.08,1070.08,7,50+,2
906,2025-04-29,CUST9636,Male,43,Home Decor,1,258.68,258.68,258.68,4,36-50,0
907,2025-01-28,CUST7441,Female,55,Beauty,3,105.64,316.92,316.92,1,50+,0
908,2025-07-21,CUST6047,Male,18,Home Decor,3,71.91,215.73,215.73,7,<18,0
909,2025-02-08,CUST9227,Male,37,Beauty,4,424.21,1696.84,1696.84,2,36-50,1
910,2025-09-30,CUST6203,Male,45,Clothing,1,314.78,314.78,314.78,9,36-50,0
911,2025-08-19,CUST2798,Male,33,Electronics,4,176.4,705.6,705.6,8,26-35,2
912,2025-03-27,CUST6291,Male,64,Beauty,1,112.03,112.03,112.03,3,50+,0
913,2025-05-06,CUST6495,Female,34,Clothing,4,286.64,1146.56,1146.56,5,26-35,2
914,2025-10-27,CUST7284,Female,57,Electronics,2,300.28,600.56,600.56,10,50+,0
915,2025-01-25,CUST8285,Female,45,Electronics,2,119.36,238.72,238.72,1,36-50,0
916,2025-05-25,CUST2300,Female,29,Beauty,5,428.67,2143.35,2143.35,5,26-35,1
917,2025-01-13,CUST7869,Female,44,Electronics,4,60.45,241.8,241.8,1,36-50,0
918,2025-07-31,CUST4097,Female,59,Beauty,3,190.92,572.76,572.76,7,50+,0
919,2025-01-25,CUST5616,Female,64,Electronics,5,346.58,1732.9,1732.8999999999999,1,50+,1
920,2025-03-09,CUST1009,Male,47,Home Decor,2,151.58,303.16,303.16,3,36-50,0
921,2025-03-08,CUST6752,Female,58,Clothing,4,417.28,1669.12,1669.12,3,50+,1
922,2025-08-21,CUST7295,Male,51,Home Decor,5,375.14,1875.7,1875.6999999999998,8,50+,1
923,2025-04-19,CUST5815,Male,54,Beauty,4,398.73,1594.92,1594.92,4,50+,1
924,2025-05-26,CUST2072,Female,23,Home Decor,2,77.17,154.34,154.34,5,18-25,0
925,2025-04-21,CUST4225,Male,24,Beauty,5,87.46,437.3,437.29999999999995,4,18-25,0
926,2025-08-16,CUST2316,Male,49,Electronics,2,157.51,315.02,315.02,8,36-50,0
927,2025-04-21,CUST6699,Male,49,Electronics,1,268.68,268.68,268.68,4,36-50,0
928,2025-02-03,CUST7807,Male,42,Beauty,2,379.05,758.1,758.1,2,36-50,2
929,2025-04-21,CUST7674,Female,50,Home Decor,4,421.53,1686.12,1686.12,4,36-50,1
930,2025-09-21,CUST4683,Female,24,Electronics,3,358.08,1074.24,1074.24,9,18-25,2
931,2025-08-24,CUST8227,Female,69,Clothing,2,465.73,931.46,931.46,8,50+,2
932,2025-03-24,CUST4273,Female,29,Electronics,3,374.6,1123.8000000000002,1123.8000000000002,3,26-35,2
933,2025-02-11,CUST8000,Female,33,Clothing,1,167.01,167.01,167.01,2,26-35,0
934,2025-04-11,CUST1145,Female,33,Home Decor,5,147.24,736.2,736.2,4,26-35,2
935,2025-01-06,CUST6010,Female,60,Clothing,5,354.17,1770.85,1770.8500000000001,1,50+,1
936,2025-06-29,CUST4040,Female,53,Clothing,3,112.58,337.74,337.74,6,50+,0
937,2025-10-09,CUST1482,Female,30,Clothing,5,64.5,322.5,322.5,10,26-35,0
938,2025-11-16,CUST4179,Female,24,Clothing,2,275.47,550.94,550.94,11,18-25,0
939,2025-08-14,CUST2249,Male,53,Electronics,3,414.39,1243.17,1243.17,8,50+,2
940,2025-11-11,CUST1630,Female,64,Clothing,4,68.66,274.64,274.64,11,50+,0
941,2025-12-31,CUST9853,Male,68,Electronics,2,400.11,800.22,800.22,12,50+,2
942,2025-08-17,CUST3852,Male,26,Clothing,2,409.55,819.1,819.1,8,26-35,2
943,2025-10-16,CUST1987,Male,49,Beauty,2,251.49,502.98,502.98,10,36-50,0
944,2025-05-30,CUST8622,Male,28,Home Decor,4,47.51,190.04,190.04,5,26-35,0
945,2025-10-04,CUST8327,Female,25,Clothing,1,103.8,103.8,103.8,10,18-25,0
946,2025-07-17,CUST9841,Male,50,Beauty,5,359.56,1797.8,1797.8,7,36-50,1
947,2025-03-11,CUST2100,Female,40,Clothing,3,361.65,1084.9499999999998,1084.9499999999998,3,36-50,2
948,2025-04-22,CUST7652,Female,42,Clothing,1,451.21,451.21,451.21,4,36-50,0
949,2025-01-04,CUST9632,Male,25,Clothing,3,299.69,899.0699999999999,899.0699999999999,1,18-25,2
950,2025-12-16,CUST8421,Female,62,Beauty,5,79.57,397.85,397.84999999999997,12,50+,0
951,2025-11-27,CUST6016,Male,39,Home Decor,4,78.28,313.12,313.12,11,36-50,0
952,2025-11-14,CUST1769,Male,21,Beauty,2,366.14,732.28,732.28,11,18-25,2
953,2025-12-16,CUST2343,Female,57,Home Decor,2,108.22,216.44,216.44,12,50+,0
954,2025-04-05,CUST5358,Female,20,Clothing,4,177.63,710.52,710.52,4,18-25,2
955,2025-06-01,CUST7780,Male,46,Electronics,1,253.86,253.86,253.86,6,36-50,0
956,2025-11-07,CUST7602,Female,58,Clothing,1,31.89,31.89,31.89,11,50+,0
957,2025-05-17,CUST3349,Female,46,Home Decor,3,139.43,418.29,418.29,5,36-50,0
958,2025-09-04,CUST6699,Female,51,Beauty,4,215.79,863.16,863.16,9,50+,2
959,2025-08-31,CUST2241,Male,51,Clothing,1,154.23,154.23,154.23,8,50+,0
960,2025-01-31,CUST2125,Male,45,Beauty,4,85.46,341.84,341.84,1,36-50,0
961,2025-02-09,CUST7764,Female,30,Beauty,5,369.45,1847.25,1847.25,2,26-35,1
962,2025-08-17,CUST6101,Female,32,Beauty,2,410.31,820.62,820.62,8,26-35,2
963,2025-02-05,CUST8843,Female,40,Clothing,2,143.59,287.18,287.18,2,36-50,0
964,2025-08-11,CUST1072,Female,61,Beauty,2,391.72,783.44,783.44,8,50+,2
965,2025-01-06,CUST6472,Female,43,Beauty,4,205.07,820.28,820.28,1,36-50,2
966,2025-11-18,CUST6189,Male,21,Clothing,4,263.21,1052.84,1052.84,11,18-25,2
967,2025-08-08,CUST3472,Female,43,Beauty,3,430.88,1292.64,1292.6399999999999,8,36-50,2
968,2025-03-16,CUST1707,Male,57,Clothing,2,379.98,759.96,759.96,3,50+,2
969,2025-01-04,CUST2804,Female,26,Home Decor,3,406.46,1219.38,1219.3799999999999,1,26-35,2
970,2025-12-01,CUST7704,Male,22,Home Decor,2,85.69,171.38,171.38,12,18-25,0
971,2025-05-14,CUST4713,Female,49,Home Decor,3,53.47,160.41,160.41,5,36-50,0
972,2025-04-28,CUST6051,Male,37,Beauty,3,448.83,1346.49,1346.49,4,36-50,2
973,2025-04-04,CUST3475,Female,67,Electronics,5,206.16,1030.8,1030.8,4,50+,2
974,2025-03-03,CUST4610,Male,28,Electronics,3,158.18,474.54,474.54,3,26-35,0
975,2025-07-13,CUST5255,Male,32,Beauty,4,367.85,1471.4,1471.4,7,26-35,1
976,2025-12-01,CUST8397,Male,49,Electronics,3,421.48,1264.44,1264.44,12,36-50,2
977,2025-07-22,CUST2735,Male,45,Clothing,2,434.0,868.0,868.0,7,36-50,2
978,2025-01-26,CUST9258,Male,39,Electronics,3,171.68,515.04,515.04,1,36-50,0
979,2025-06-22,CUST8979,Male,58,Beauty,1,429.06,429.06,429.06,6,50+,0
980,2025-10-27,CUST3428,Female,34,Beauty,2,39.65,79.3,79.3,10,26-35,0
981,2025-05-13,CUST8426,Male,43,Clothing,1,43.84,43.84,43.84,5,36-50,0
982,2025-11-22,CUST9533,Female,61,Home Decor,2,319.29,638.58,638.58,11,50+,0
983,2025-04-28,CUST6249,Female,24,Beauty,4,50.29,201.16,201.16,4,18-25,0
984,2025-11-20,CUST6291,Female,59,Clothing,4,175.81,703.24,703.24,11,50+,2
985,2025-10-02,CUST3817,Female,43,Electronics,4,342.92,1371.68,1371.68,10,36-50,2
986,2025-07-31,CUST4874,Female,42,Electronics,1,181.89,181.89,181.89,7,36-50,0
987,2025-08-13,CUST5211,Male,27,Clothing,5,106.21,531.05,531.05,8,26-35,0
988,2025-01-20,CUST1661,Male,62,Clothing,2,155.05,310.1,310.1,1,50+,0
989,2025-04-23,CUST4374,Male,36,Beauty,4,239.64,958.56,958.56,4,36-50,2
990,2025-05-20,CUST1207,Female,28,Electronics,2,248.19,496.38,496.38,5,26-35,0
991,2025-02-16,CUST3665,Male,30,Clothing,1,395.84,395.84,395.84,2,26-35,0
992,2025-01-01,CUST3493,Male,25,Electronics,5,380.07,1900.35,1900.35,1,18-25,1
993,2025-03-31,CUST7813,Male,57,Clothing,1,239.27,239.27,239.27,3,50+,0
994,2025-05-22,CUST1632,Male,21,Electronics,2,425.92,851.84,851.84,5,18-25,2
995,2025-11-16,CUST4083,Male,64,Home Decor,5,74.83,374.15,374.15,11,50+,0
996,2025-02-07,CUST4719,Female,48,Beauty,5,142.57,712.8499999999999,712.8499999999999,2,36-50,2
997,2025-10-20,CUST8123,Male,45,Electronics,1,417.43,417.43,417.43,10,36-50,0
998,2025-05-19,CUST2679,Female,28,Home Decor,4,201.44,805.76,805.76,5,26-35,2
999,2025-12-22,CUST1236,Female,60,Electronics,2,490.97,981.94,981.94,12,50+,2
1000,2025-11-29,CUST8446,Female,18,Electronics,3,243.8,731.4000000000001,731.4000000000001,11,<18,2
